first,last,given,nick,id,full_name
Dean,Deetz,Dean Arthur,,657209,Dean Deetz
Travis,Demeritte,Travis Timothy,,641513,Travis Demeritte
Kyle,Wright,Kyle Hardy,,657140,Kyle Wright
Zack,Weiss,Zachary D.,,592848,Zack Weiss
Keaton,Winn,Keaton E.,,676775,Keaton Winn
Taylor,Walls,Davis Taylor,,670764,Taylor Walls
Chris,Gittens,Christopher Ryan,,656467,Chris Gittens
Framber,Valdez,Framber,,664285,Framber Valdez
Cody,Thomas,Cody Ryan,,642137,Cody Thomas
Matt,Dermody,Matthew Phillip,,571616,Matt Dermody
Tyler,Matzek,Tyler Alexander,,554431,Tyler Matzek
Nick,Ciuffo,Nicholas Anthony,,624419,Nick Ciuffo
Cedric,Mullins,Boyce Cedric,,656775,Cedric Mullins
Corey,Oswalt,Corey Edward,,621261,Corey Oswalt
Colt,Keith,Colten,,690993,Colt Keith
Robert,Garcia,Robert Christopher,,676395,Robert Garcia
J. A.,Happ,James Anthony,,457918,J. A. Happ
Kyle,Crick,Kyle Daniel,,605195,Kyle Crick
Mike,Clevinger,Michael Anthony,,605182,Mike Clevinger
Jackson,Rutledge,Jackson Christian,,671131,Jackson Rutledge
Curtis,Terry,Curtis Marquis,,663799,Curtis Terry
Rick,Porcello,Frederick Alfred,,519144,Rick Porcello
Brian,McCann,Brian Michael,,435263,Brian McCann
T. J.,House,Glenn Anthony,,543334,T. J. House
Daniel,Lynch,Daniel Aloysius,,663738,Daniel Lynch
Scott,McGough,Scott Thomas,,543518,Scott McGough
Nomar,Mazara,Nomar Shamir,,608577,Nomar Mazara
Matt,Moore,Matthew Cody,,519043,Matt Moore
Kevin,Pillar,Kevin Andrew,,607680,Kevin Pillar
Monte,Harrison,Monte Fitzgerald,,656509,Monte Harrison
Shohei,Ohtani,Shohei,,660271,Shohei Ohtani
Ryan,Aguilar,Ryan Scott,,666922,Ryan Aguilar
Shea,Langeliers,Shea Ryan,,669127,Shea Langeliers
José,Buttó,José Alejandro,,676130,José Buttó
Scooter,Gennett,Ryan Joseph,,571697,Scooter Gennett
Jacob,Wilson,Jacob Clinton,,607111,Jacob Wilson
José,De León,José Eugenio,,592254,José De León
Wade,Miley,Wade Allen,,489119,Wade Miley
Drew,Rucinski,Andrew James,,607968,Drew Rucinski
Christian,Colón,Christian Anthony,,518568,Christian Colón
Nick,Franklin,Nicholas Edward,,545338,Nick Franklin
Phoenix,Sanders,Phoenix Clark,,676637,Phoenix Sanders
Danny,Young,Daniel Alexander,,664849,Danny Young
Carlos,Hernández,Carlos Eduardo,,672578,Carlos Hernández
AJ,Ramos,Alejandro,,573109,AJ Ramos
Paul,Blackburn,Paul Cady,,621112,Paul Blackburn
Ben,Rowen,Benjamin Ramon,,594985,Ben Rowen
Pat,Venditte,Patrick Michael,,519381,Pat Venditte
Michael,Siani,Michael,,672279,Michael Siani
Yolmer,Sánchez,Yolmer Carlos,,570560,Yolmer Sánchez
Ben,Revere,Ben Daniel,,519184,Ben Revere
Dustin,Fowler,Dustin Ryan,,641583,Dustin Fowler
Alek,Jacob,Alek Scott,,689690,Alek Jacob
Orlando,Arcia,Orlando Jesus,,606115,Orlando Arcia
Henry,Ramos,Henry,,592656,Henry Ramos
Yermín,Mercedes,Yermín Francisco,,606213,Yermín Mercedes
Zach,Jackson,Zachary Garrett,,667427,Zach Jackson
Taylor,Guilbeau,Taylor Michael,,607555,Taylor Guilbeau
Rhiner,Cruz,Rhiner Allen,,462480,Rhiner Cruz
Gunnar,Henderson,Gunnar Randal,,683002,Gunnar Henderson
Andrew,Bellatti,Andrew James,,571479,Andrew Bellatti
Gavin,Sheets,Gavin,,657757,Gavin Sheets
Chris,Beck,Christopher Michael,,571476,Chris Beck
Chris,Mazza,Christopher James,,607391,Chris Mazza
Jake,Lamb,Jacob Ryan,,571875,Jake Lamb
Tanner,Anderson,Tanner Ackley,,664196,Tanner Anderson
Caleb,Thielbar,Caleb John,,573204,Caleb Thielbar
Eric,Lauer,Eric Lance,,641778,Eric Lauer
Ljay,Newsome,Ljay Wyatt,,664714,Ljay Newsome
Travis,d'Arnaud,Travis E.,,518595,Travis d'Arnaud
Branden,Kline,Branden Alexander,,571858,Branden Kline
Kyle,Schwarber,Kyle Joseph,,656941,Kyle Schwarber
Emilio,Pagán,Emilio Enrique,,641941,Emilio Pagán
Tyler,Wells,Tyler Austin,,669330,Tyler Wells
Bryan,Woo,Bryan Joseph,,693433,Bryan Woo
John,Nogowski,John Francis,,596056,John Nogowski
Austin,Romine,Austin Allen,,519222,Austin Romine
Wil,Crowe,William Chandler,,640444,Wil Crowe
Terrance,Gore,Terrance Jamar,,605253,Terrance Gore
Andrew,Stevenson,Andrew Patrick,,664057,Andrew Stevenson
Quinn,Priester,Charles Quinn,,682990,Quinn Priester
Peter,Solomon,Peter Joseph,,656981,Peter Solomon
Domingo,Germán,Domingo,,593334,Domingo Germán
Andrew,Toles,Alvin Andrew,,592808,Andrew Toles
Josh,Rutledge,Joshua Alan,,592710,Josh Rutledge
Carson,Spiers,William Carson,,686730,Carson Spiers
Bobby,Miller,Robert Anthony,,676272,Bobby Miller
Jordyn,Adams,Jordyn Bradley,,677941,Jordyn Adams
Chase,Anderson,Robert Chase,,502624,Chase Anderson
Lewin,Díaz,Lewin Jose,,650331,Lewin Díaz
Freddie,Freeman,Frederick Charles,,518692,Freddie Freeman
Bryan,Shaw,Bryan Anthony,,543766,Bryan Shaw
Masyn,Winn,Masyn Blaze,,691026,Masyn Winn
René,Pinto,René Rafael,,650907,René Pinto
Andrew,Romine,Andrew James,,461865,Andrew Romine
Ronny,Henriquez,Ronny,,678692,Ronny Henriquez
Jace,Fry,Jace Hayden,,605240,Jace Fry
Mike,Ohlman,Michael Livingston,,572000,Mike Ohlman
Drew,Storen,Drew Patrick,,519322,Drew Storen
Jonathan,Broxton,Jonathan Roy,,455009,Jonathan Broxton
Nick,Nelson,Nicholas Benjamin,,656793,Nick Nelson
CD,Pelham,Christian Devont'a,,641962,CD Pelham
Óliver,Pérez,Óliver,,424144,Óliver Pérez
Dom,Nuñez,Dominic Manuel,,624513,Dom Nuñez
Tim,Peterson,Timothy Louis,,623402,Tim Peterson
Miguel,Amaya,Miguel Antonio,,665804,Miguel Amaya
Andrew,Benintendi,Andrew Sebastian,,643217,Andrew Benintendi
Ryon,Healy,Ryon Christopher,,592387,Ryon Healy
Ryan,Hendrix,Ryan Matthew,,641682,Ryan Hendrix
Keynan,Middleton,Keynan Anthony,,641871,Keynan Middleton
Shawn,Morimando,Shawn Peter,,596049,Shawn Morimando
Jake,Thompson,Jacob Keith,,622097,Jake Thompson
Daniel,Gossett,Daniel James,,605254,Daniel Gossett
David,Carpenter,Darrell David,,502304,David Carpenter
Anthony,Volpe,Anthony Michael,,683011,Anthony Volpe
Anthony,Banda,Frank Anthony,,607455,Anthony Banda
James,McArthur,James Leonard,,663704,James McArthur
Adrián,Sánchez,Adrián Arturo,,506703,Adrián Sánchez
Mark,Kolozsvary,Mark Daniel,,656627,Mark Kolozsvary
Sammy,Peralta,Samuel Felipe,,671111,Sammy Peralta
Tony,Gonsolin,Anthony D.,,664062,Tony Gonsolin
Elieser,Hernández,Elieser Alexis,,622694,Elieser Hernández
Brad,Boxberger,Bradley George,,502202,Brad Boxberger
Freddy,Galvis,Freddy Jose,,520471,Freddy Galvis
Jake,Irvin,Jacob David,,663623,Jake Irvin
Adam,Plutko,Adam Gregory,,592644,Adam Plutko
Koda,Glover,Koda James,,606983,Koda Glover
Ryan,Vilade,Ryan James,,668723,Ryan Vilade
Mason,Thompson,Mason Lane,,666168,Mason Thompson
Andrew,Kittredge,Andrew Michael,,552640,Andrew Kittredge
Nick,Solak,Nicholas Blake,,669256,Nick Solak
Archie,Bradley,Archie Newell,,605151,Archie Bradley
Phil,Maton,Phillip Louis,,664208,Phil Maton
Steve,Lombardozzi,Stephen Anthony Paul,,543459,Steve Lombardozzi
Shawn,Armstrong,Shawn Michael,,542888,Shawn Armstrong
Wes,Parsons,Arthur Wesley,,641149,Wes Parsons
Jason,Foley,Jason Joseph,,671345,Jason Foley
Óscar,Hernández,Óscar Eduardo,,591712,Óscar Hernández
Brent,Suter,Brent Michael,,608718,Brent Suter
John,Schreiber,John Robert,,670167,John Schreiber
Andrew,Wantz,Andrew Hunter,,681806,Andrew Wantz
Taylor,Davis,Taylor Matthew,,543089,Taylor Davis
Ivan,Castillo,Ivan Enrique,,622668,Ivan Castillo
Ben,Gamel,Benjamin Joseph,,592325,Ben Gamel
Jake,Buchanan,Jake Thomas,,594772,Jake Buchanan
Ty,Kelly,Tyler Patrick,,571841,Ty Kelly
Owen,White,William Timothy Owen,,669391,Owen White
Jake,Bird,Jacob Timothy,,656234,Jake Bird
Tyler,Rogers,Tyler Scott,,643511,Tyler Rogers
Brock,Stewart,Brock Allen,,592779,Brock Stewart
Billy,Burns,William John,,542993,Billy Burns
Nick,Vespi,Nicholas Anthony,,663989,Nick Vespi
Jorge,Oña,Jorge Luis,,671250,Jorge Oña
Cole,Waites,Cole Robert,,686972,Cole Waites
Tucupita,Marcano,Tucupita Jose,,672779,Tucupita Marcano
Josh,VanMeter,Josh Michael,,642165,Josh VanMeter
Tim,Beckham,Timothy Lamar,,542921,Tim Beckham
Miguel,Rojas,Miguel Elias,,500743,Miguel Rojas
Triston,McKenzie,Triston Andrew,,663474,Triston McKenzie
Spencer,Kieboom,Spencer John,,571851,Spencer Kieboom
Cody,Bellinger,Cody James,,641355,Cody Bellinger
Ryan,Hartman,Ryan James,,670057,Ryan Hartman
Will,Smith,William Michael,,519293,Will Smith
Craig,Gentry,Craig Alan,,502226,Craig Gentry
Gabriel,Moreno,Gabriel Jose,,672515,Gabriel Moreno
Isaac,Galloway,Isaac,,543194,Isaac Galloway
Carlos,Correa,Carlos Javier,,621043,Carlos Correa
Matt,Garza,Matthew Scott,,490063,Matt Garza
Juan,Minaya,Juan Gustavo,,573668,Juan Minaya
Jason,Vosler,Jason Glenn,,613564,Jason Vosler
Shintaro,Fujinami,Shintaro,,660261,Shintaro Fujinami
Ryan,Walker,Ryan Patrick,,676254,Ryan Walker
Aaron,Hill,Aaron Walter,,431094,Aaron Hill
Johnny,Field,John David,,608654,Johnny Field
Sam,Long,Samuel Trenton,,669674,Sam Long
Cody,Sedlock,Cody Austin,,642060,Cody Sedlock
Amed,Rosario,German Amed,,642708,Amed Rosario
Jackson,Merrill,Jackson Peter,,701538,Jackson Merrill
Kevin,Herget,Kevin R.,,643361,Kevin Herget
Chris,Ellis,Christopher John,,595939,Chris Ellis
Corbin,Martin,Corbin Montgomery,,656686,Corbin Martin
Rubén,Tejada,Rubén Dario,,514913,Rubén Tejada
Andre,Ethier,Andre Everett,,444843,Andre Ethier
Vance,Worley,Vance Richard,,474699,Vance Worley
Sean,Kazmar,Sean Frank,,453527,Sean Kazmar
Robert,Gsellman,Robert John,,607229,Robert Gsellman
Blake,Treinen,Blake Michael,,595014,Blake Treinen
Dustin,Peterson,Dustin Allen,,640460,Dustin Peterson
Grant,Anderson,Grant Reed,,681982,Grant Anderson
Tayron,Guerrero,Tayron Luis,,594027,Tayron Guerrero
Carter,Capps,Carter Lewis,,605169,Carter Capps
Neftalí,Feliz,Neftalí,,491703,Neftalí Feliz
Antonio,Senzatela,Antonio,,622608,Antonio Senzatela
Ryan,Weber,James Ryan,,543901,Ryan Weber
Josh,Fleming,Joshua Randol,,676596,Josh Fleming
Easton,McGee,Easton Michael,,668834,Easton McGee
Anthony,Castro,Anthony Silfredo,,621593,Anthony Castro
Jake,Wong,Jacob Ryne,,673858,Jake Wong
Yimi,García,Yimi,,554340,Yimi García
Tayler,Scott,Tayler James,,605463,Tayler Scott
Chase,Whitley,Chase Coleman,,595032,Chase Whitley
Tim,Melville,Timothy Macgill,,543532,Tim Melville
Travis,Swaggerty,Travis Wade,,680552,Travis Swaggerty
Joey,Estes,Joseph Lee,,683155,Joey Estes
Adalberto,Mejía,Adalberto,,606167,Adalberto Mejía
Darnell,Sweeney,Darnell Thomas,,572182,Darnell Sweeney
Manuel,Rodríguez,Manuel De Jesus,,655889,Manuel Rodríguez
Konner,Wade,Konner James,,592831,Konner Wade
Scott,Hurst,Scott Andrew,,656568,Scott Hurst
Kyle,Garlick,Kyle Bruce,,664247,Kyle Garlick
Andrew,Knizner,Andrew Robert,,668800,Andrew Knizner
Oliver,Drake,Oliver Gardner,,543118,Oliver Drake
Keury,Mella,Keury,,622492,Keury Mella
Ben,Zobrist,Benjamin Thomas,Zorilla,450314,Ben Zobrist
Andrew,Cashner,Andrew Burton,,488768,Andrew Cashner
Jhon,Romero,Jhon Jairo,,664584,Jhon Romero
AJ,Pollock,Allen Lorenz,,572041,AJ Pollock
Devin,Smeltzer,Devin Paul,,656970,Devin Smeltzer
Mike,Zagurski,Michael Justin,,489448,Mike Zagurski
Alec,Marsh,Alec Tylar Michael,,679525,Alec Marsh
Bud,Norris,David Stefan,,502032,Bud Norris
David,Villar,David Alexander,,681584,David Villar
Anderson,Severino,Anderson,,644429,Anderson Severino
Eloy,Jiménez,Eloy Arturo,,650391,Eloy Jiménez
Juan,Then,Juan Manuel,,672730,Juan Then
Kodai,Senga,Kodai,,673540,Kodai Senga
Ángel,Perdomo,Ángel David,,622780,Ángel Perdomo
Michael,Hermosillo,Michael,,641684,Michael Hermosillo
MJ,Melendez,Mervyl Samuel,,669004,MJ Melendez
Justin,Steele,Justin Carl,,657006,Justin Steele
Tommy,Hunter,Raymond Thomas,,488984,Tommy Hunter
Scott,Schebler,Scott Anthony,,594988,Scott Schebler
Ramón,Rosso,Ramón Antonio,,665759,Ramón Rosso
Fernando,Tatís,Fernando Gabriel,,665487,Fernando Tatís
Brandon,Mann,Brandon Michael,,448167,Brandon Mann
Corbin,Burnes,Corbin Brian,,669203,Corbin Burnes
Nabil,Crismatt,Nabil Antonio,,622503,Nabil Crismatt
Peter,Bourjos,Peter Christopher,,488721,Peter Bourjos
Joel,Payamps,Joel Elias,,606303,Joel Payamps
Seth,Frankoff,James Seth,,571676,Seth Frankoff
Stephen,Kolek,Stephen James,,663568,Stephen Kolek
Hoby,Milner,Hoby Trey,,571948,Hoby Milner
Jon,Duplantier,Jon Christopher,,641541,Jon Duplantier
Ryan,Feierabend,Ryan Robert,,456387,Ryan Feierabend
Phil,Hughes,Philip Joseph,,461833,Phil Hughes
Matt,Ramsey,Matthew Garrett,,543677,Matt Ramsey
Jake,Rogers,Jacob Ray,,668670,Jake Rogers
Blaine,Hardy,Blaine Patrick,,543278,Blaine Hardy
Gabe,Speier,Gabriel James,,642100,Gabe Speier
Zach,Green,Zachary C.,,608339,Zach Green
Kent,Emanuel,Kent Jeffrey,,592288,Kent Emanuel
Max,Moroff,Maxwell Anthony,,621559,Max Moroff
Carson,Kelly,Carson Franklin,,608348,Carson Kelly
Humberto,Mejía,Humberto Albert,,650668,Humberto Mejía
Ke'Bryan,Hayes,Ke'Bryan Kobe,,663647,Ke'Bryan Hayes
Howie,Kendrick,Howard Joseph,,435062,Howie Kendrick
Jacob,Barnes,Jacob Andrew,,606930,Jacob Barnes
Ricardo,Sanchez,Ricardo Jose,,645307,Ricardo Sanchez
Beau,Brieske,Beau,,689225,Beau Brieske
Liam,Hendriks,Liam Johnson,,521230,Liam Hendriks
John,Hicks,John Austin,,543308,John Hicks
Jeff,Lindgren,Jeff Thomas,,689167,Jeff Lindgren
Mike,Napoli,Michael Anthony,,435063,Mike Napoli
Fernando,Cruz,Fernando E.,,518585,Fernando Cruz
Ariel,Jurado,Ariel Bolivar,,642558,Ariel Jurado
Josh,Donaldson,Joshua Adam,,518626,Josh Donaldson
Seth,Mejias-Brean,Seth Wayne,,623180,Seth Mejias-Brean
Matt,Duffy,Matthew Michael,,622110,Matt Duffy
Tim,Hill,Timothy,,657612,Tim Hill
Nick,Sandlin,Nick,,680704,Nick Sandlin
Stephen,Cardullo,Stephen Andrew,,506924,Stephen Cardullo
Bryan,Hudson,Bryan Michael,,663542,Bryan Hudson
David,Phelps,David Edward,,475479,David Phelps
Darick,Hall,Darick,,669742,Darick Hall
Sean,Doolittle,Sean Robert,,448281,Sean Doolittle
Ryan,Mountcastle,Ryan Lee,,663624,Ryan Mountcastle
Yunel,Escobar,Yunel,,488862,Yunel Escobar
Israel,Pineda,Israel Abrahan,,672832,Israel Pineda
Albert,Suárez,Albert Joe,,544150,Albert Suárez
Jose,Quintana,Jose Guillermo,,500779,Jose Quintana
Tommy,Joseph,Thomas Richard,,571830,Tommy Joseph
William,Contreras,William Jesus,,661388,William Contreras
Chad,Wallach,Chad Arthur,,595453,Chad Wallach
Dan,Jennings,Daniel Lee,,543359,Dan Jennings
Logan,Porter,Logan,,682515,Logan Porter
Tyler,Nevin,Tyler Joseph,,663527,Tyler Nevin
Jonathan,Hernández,Jonathan,,642546,Jonathan Hernández
Al,Alburquerque,Alberto Jose,,456379,Al Alburquerque
Dawel,Lugo,Dawel Leoner,,608475,Dawel Lugo
Kirby,Snead,William Kirby,,669912,Kirby Snead
Jared,Shuster,Jared Craig,,694363,Jared Shuster
A. J.,Ladwig,Adam Joseph,,607609,A. J. Ladwig
Andrew,Triggs,Andrew Austin,,592811,Andrew Triggs
Adrián,Martinez,Adrián Misael,,661309,Adrián Martinez
Chad,Huffman,Chad Daniel,,502151,Chad Huffman
Zack,Britton,Zackary Grant,,502154,Zack Britton
Adam,Morgan,Adam Christopher,,605388,Adam Morgan
Eli,White,Elijah Thomas,,642201,Eli White
Stevie,Wilkerson,Stephen Beaty,,592859,Stevie Wilkerson
Néstor,Cortés,Néstor,,641482,Néstor Cortés
Mike,Minor,Michael David,,501985,Mike Minor
Jeremy,Hazelbaker,Jeremy Philip,,571757,Jeremy Hazelbaker
Drew,Rasmussen,Drew Thomas,,656876,Drew Rasmussen
Luis,Frías,Luis David,,666818,Luis Frías
Nick,Senzel,Nicholas Peter,,669222,Nick Senzel
Kelvin,Gutiérrez,Kelvin Manuel,,642721,Kelvin Gutiérrez
Joey,Wentz,Joseph Barrett,,666214,Joey Wentz
Kyle,McGrath,Kyle Daniel,,657681,Kyle McGrath
Ian,Gibaut,Ian Philip,,664139,Ian Gibaut
Troy,Tulowitzki,Troy Trever,,453064,Troy Tulowitzki
Scott,Feldman,Scott Wynne,,444857,Scott Feldman
Carlos,Estévez,Carlos Samuel,,608032,Carlos Estévez
Matt,Swarmer,Matthew Lee,,664161,Matt Swarmer
Nick,Fortes,Nicholas,,663743,Nick Fortes
Johan,Oviedo,Johan,,670912,Johan Oviedo
Jalen,Beeks,Jalen Christopher,,656222,Jalen Beeks
Yasmani,Grandal,Yasmani,,518735,Yasmani Grandal
Cam,Vieaux,Cameron Scott,,664944,Cam Vieaux
Easton,Lucas,Easton James,,687922,Easton Lucas
Ryan,Castellani,Ryan Michael,,624418,Ryan Castellani
Joel,Kuhnel,Joel Kenneth,,669270,Joel Kuhnel
Brandon,Crawford,Brandon Michael,,543063,Brandon Crawford
Hunter,Dozier,Hunter William,,641531,Hunter Dozier
Edgar,Navarro,Edgar Jose de Jesus,,679346,Edgar Navarro
Mike,Montgomery,Michael Paul,,543557,Mike Montgomery
Jack,Reinheimer,John Patrick,,595373,Jack Reinheimer
Lewis,Brinson,Lewis Lamont,,621446,Lewis Brinson
Blake,Perkins,Blake Alexander,,663368,Blake Perkins
Hunter,Renfroe,Dustin Hunter,,592669,Hunter Renfroe
Oliver,Ortega,Oliver,,661383,Oliver Ortega
Shawn,Dubin,Shawn Anthony,,681869,Shawn Dubin
Stuart,Turner,Randy Stuart,,642156,Stuart Turner
Montana,DuRapau,Montana Robert,,657566,Montana DuRapau
James,Outman,James Matthew,,681546,James Outman
O'Koyea,Dickson,O'Koyea Rishaard,,607297,O'Koyea Dickson
Packy,Naughton,Patrick Joseph,,676050,Packy Naughton
Danny,Duffy,Daniel Richard,,518633,Danny Duffy
Adam,McCreery,Adam Glenn,,607030,Adam McCreery
Kelvin,Caceres,Kelvin Jose,,680983,Kelvin Caceres
Nolan,Arenado,Nolan James,,571448,Nolan Arenado
Luis,Ortiz,Luis Francisco,,656814,Luis Ortiz
Ian,Kinsler,Ian Michael,,435079,Ian Kinsler
Kutter,Crawford,Kutter Martin,,676710,Kutter Crawford
Wandy,Peralta,Wandy Luis,,593974,Wandy Peralta
Dan,Winkler,Daniel Allen,,595465,Dan Winkler
Louie,Varland,Louis Dennis,,686973,Louie Varland
Jeff,Hoffman,Jeffrey Robert,,656546,Jeff Hoffman
Shane,Baz,Shane Austin,,669358,Shane Baz
Ranger,Suárez,Ranger Jose,,624133,Ranger Suárez
Tom,Wilhelmsen,Thomas Mark,,452666,Tom Wilhelmsen
Fernando,Abad,Fernando Antonio,,472551,Fernando Abad
Kurt,Suzuki,Kurt Kiyoshi,,435559,Kurt Suzuki
John,Gant,John Michael,,607231,John Gant
David,Fletcher,David Owen,,664058,David Fletcher
Allan,Winans,Allan Lee,,642216,Allan Winans
Alika,Williams,Alexander David,,675961,Alika Williams
Connor,Brogdon,Connor Michael,,641401,Connor Brogdon
Locke,St. John,Kenton Locke,,657766,Locke St. John
Taylor,Cole,Taylor James,,518566,Taylor Cole
Ildemaro,Vargas,Ildemaro José,,545121,Ildemaro Vargas
Travis,Taijeron,Travis Nathaniel,,607369,Travis Taijeron
Shed,Long,Shedric Bernard,,643418,Shed Long
Zac,Curtis,Zachary Aaron,,657205,Zac Curtis
Jaff,Decker,Jaff Kyle,,543094,Jaff Decker
Tom,Murphy,Thomas James,,608596,Tom Murphy
Nick,Madrigal,Nicklaus Michael,,663611,Nick Madrigal
Adonis,Medina,Adonis,,658431,Adonis Medina
Tres,Barrera,Felipe Jesus,,668663,Tres Barrera
Jordan,Luplow,Jordan Thomas,,656669,Jordan Luplow
DJ,Johnson,Daniel Stuart,,597113,DJ Johnson
Brandon,Moss,Brandon Douglas,,461235,Brandon Moss
Franchy,Cordero,Franchy,,614173,Franchy Cordero
Carl,Edwards,Carl Fleming,,605218,Carl Edwards
James,Norwood,James Krittipum,,656803,James Norwood
Andrew,Saalfrank,Andrew Jacob,,685314,Andrew Saalfrank
Brendan,Rodgers,Brendan Austin,,663898,Brendan Rodgers
Luis,Valbuena,Luis Adan,,472528,Luis Valbuena
Grayson,Greiner,Grayson James,,606988,Grayson Greiner
Chih-Wei,Hu,Chih-Wei,,629496,Chih-Wei Hu
Brandon,Marsh,Brandon Chase,,669016,Brandon Marsh
Shin-Soo,Choo,Shin-Soo,,425783,Shin-Soo Choo
Scott,Effross,Scott Benjamin-Morton,,664123,Scott Effross
Santiago,Casilla,Santiago,,433586,Santiago Casilla
J. J.,Hardy,James Jerry,,429666,J. J. Hardy
Colton,Cowser,Colton Dale,,681297,Colton Cowser
JT,Riddle,Joshua Travis,,595375,JT Riddle
Kristopher,Negrón,Kristopher David,,502117,Kristopher Negrón
Adalberto,Mondesí,Raul Adalberto,,609275,Adalberto Mondesí
Zack,Gelof,Zachary Dunn,,680869,Zack Gelof
Mark,Zagunis,Mark Raymond,,657145,Mark Zagunis
Jorge,López,Jorge Yabiel,,605347,Jorge López
Josh,James,Joshua,,657624,Josh James
Bruce,Zimmermann,Bruce Anthony,,669145,Bruce Zimmermann
Joe,Mauer,Joseph Patrick,,408045,Joe Mauer
Darren,O'Day,Darren Christopher,,503285,Darren O'Day
Brendon,Davis,Brendon,,663478,Brendon Davis
Tanner,Houck,Tanner Lee,,656557,Tanner Houck
J. P.,Martínez,Julio Pablo,,679881,J. P. Martínez
Ryan,Madson,Ryan Michael,,425492,Ryan Madson
Rob,Scahill,Robert Joseph,,543746,Rob Scahill
Ryan,Hanigan,Ryan Michael,,452672,Ryan Hanigan
Elliot,Soto,Elliot Sebastian,,519303,Elliot Soto
Ervin,Santana,Ervin Ramon,,429722,Ervin Santana
Austin,Bibens-Dirkx,Austin Mitchell,,502212,Austin Bibens-Dirkx
Eric,Yardley,Eric Christian,,642233,Eric Yardley
Nick,Robertson,Nicholas Parker,,687798,Nick Robertson
Amos,Willingham,Amos Lee,,686294,Amos Willingham
Franklyn,Kilome,Franklyn,,642584,Franklyn Kilome
Aaron,Blair,Aaron Daniel,,594760,Aaron Blair
Chasen,Shreve,Chasen Dean,,592741,Chasen Shreve
Francisco,Arcia,Francisco Antonio,,516472,Francisco Arcia
Kolton,Ingram,Kolton Reed,,688427,Kolton Ingram
Brady,Rodgers,Brady Paul,,572086,Brady Rodgers
Manny,Machado,Manuel Arturo,,592518,Manny Machado
Jason,Krizan,Jason William,,607249,Jason Krizan
Mickey,McDonald,Raymond Mickey,,676782,Mickey McDonald
Mason,McCoy,Mason Steven,,669200,Mason McCoy
Mike,Yastrzemski,Michael Andrew,,573262,Mike Yastrzemski
Adam,Liberatore,Adam Joseph,,571893,Adam Liberatore
Kenny,Rosenberg,Kenneth Walter,,670046,Kenny Rosenberg
Patrick,Mazeika,Patrick Alan,,664850,Patrick Mazeika
Yonny,Hernández,Yonny Jose,,660634,Yonny Hernández
Gleyber,Torres,Gleyber David,,650402,Gleyber Torres
Wily,Peralta,Wily,,503449,Wily Peralta
Kolten,Wong,Kolten Kaha,,543939,Kolten Wong
Robbie,Ray,Robert Glenn,,592662,Robbie Ray
Miguel,Aguilar,Miguel Armando,,620396,Miguel Aguilar
Marco,Gonzales,Marco Elias,,594835,Marco Gonzales
Kirk,Nieuwenhuis,Kirk Robert,,543590,Kirk Nieuwenhuis
Jayson,Aquino,Jayson Julio,,593969,Jayson Aquino
José,Suarez,José Rances,,660761,José Suarez
Bryce,Johnson,Bryce Christopher,,669369,Bryce Johnson
Liover,Peguero,Liover,,678894,Liover Peguero
Matt,Magill,Matthew W.,,543483,Matt Magill
Touki,Toussaint,Dany Gilbert Kiti,,657053,Touki Toussaint
Adrian,Sampson,Adrian David,,592716,Adrian Sampson
Adbert,Alzolay,Adbert Marcelo,,640470,Adbert Alzolay
Carmen,Mlodzinski,Carmen Alexander,,669387,Carmen Mlodzinski
CC,Sabathia,Carsten Charles,,282332,CC Sabathia
Nick,Goody,Nicholas Gunnar,,580792,Nick Goody
Kaleb,Cowart,Kaleb Bryant,,592230,Kaleb Cowart
Trevor,Oaks,Trevor Scott,,656805,Trevor Oaks
José,Caballero,José Manuel Ortega,,676609,José Caballero
Curtis,Mead,Curtis James,,678554,Curtis Mead
Matt,Wallner,Matthew John,,670242,Matt Wallner
Marc,Rzepczynski,Marc Walter,,519240,Marc Rzepczynski
Cody,Morris,Cody McKinley,,663752,Cody Morris
Jefry,Rodríguez,Jefry Osvaldo,,622446,Jefry Rodríguez
Hunter,Wood,Hunter Blake,,621056,Hunter Wood
Andrés,Blanco,Andrés Eloy,,433217,Andrés Blanco
Austin,Meadows,Austin Wade,,640457,Austin Meadows
Johan,Camargo,Johan Valentin,,622666,Johan Camargo
Carlos,Torres,Carlos Ephriam,,448614,Carlos Torres
Drew,Jackson,Drew Hamilton,,623515,Drew Jackson
Edwin,Uceta,Edwin Daniel,,670955,Edwin Uceta
Tyler,Olson,Tyler Ray,,621397,Tyler Olson
Trent,Thornton,Trent Edward,,663423,Trent Thornton
Matt,Joyce,Matthew Ryan,,459964,Matt Joyce
Jonathan,Holder,Jonathan Blake,,656547,Jonathan Holder
Yerry,De Los Santos,Yerry Paulino,,660787,Yerry De Los Santos
Jarrod,Saltalamacchia,Jarrod Scott,,457454,Jarrod Saltalamacchia
Curt,Casali,Curtis Michael,,592200,Curt Casali
Matt,McLain,Matthew Michael,,680574,Matt McLain
George,Kirby,George Joseph,,669923,George Kirby
Erick,Fedde,Erick James,,607200,Erick Fedde
Zac,Lowther,Zacary William,,675912,Zac Lowther
Eric,Fryer,Eric Joseph,,518700,Eric Fryer
Austin,Adams,Austin Lance,,613534,Austin Adams
