first,last,given,nick,id,full_name
Chris,Carter,Vernon Christopher,,474892,Chris Carter
Logan,Forsythe,John Logan,,523253,Logan Forsythe
Luís,Madero,Luís Alejandro,,650347,Luís Madero
Kerry,Carpenter,Kerry William,,681481,Kerry Carpenter
Dustin,May,Dustin Jake,,669160,Dustin May
Yonder,Alonso,Yonder,,475174,Yonder Alonso
Miguel,Gómez,Miguel Angel,,622497,Miguel Gómez
Daniel,Castano,Daniel Alexander,,641447,Daniel Castano
Hector,Perez,Hector Antonio,,660431,Hector Perez
Joshua,Palacios,Joshua John,,641943,Joshua Palacios
Harrison,Musgrave,Harrison Scott,,643466,Harrison Musgrave
Ross,Detwiler,Ross Emery,,446321,Ross Detwiler
Garrett,Hampson,Garrett Reese,,641658,Garrett Hampson
Robert,Stock,Robert Anthony,,476594,Robert Stock
Jeremy,Guthrie,Jeremy,,425386,Jeremy Guthrie
Dan,Altavilla,Daniel,,656186,Dan Altavilla
Taylor,Clarke,Taylor James,,664199,Taylor Clarke
James,Marvel,James Michael,,621086,James Marvel
Heston,Kjerstad,Heston Sawyer,,677008,Heston Kjerstad
Daz,Cameron,Dazmon Jaroid,,663662,Daz Cameron
Justin,Dunn,Justin Warren,,643290,Justin Dunn
Brett,Baty,Brett Austin,,683146,Brett Baty
Yairo,Muñoz,Yairo,,622168,Yairo Muñoz
Dérmis,García,Dérmis,,660650,Dérmis García
Ryan,Buchter,Ryan James,,488748,Ryan Buchter
Miguel,Socolovich,Miguel Angel,,462515,Miguel Socolovich
Mike,Dunn,Michael Glen,,445197,Mike Dunn
Kyle,Hurt,Kyle Dillon,,669165,Kyle Hurt
Carlos,Asuaje,Carlos Alberto,,641319,Carlos Asuaje
Luken,Baker,Luken Grosvenor,,663609,Luken Baker
Ben,Meyer,Benjamin K.,,656738,Ben Meyer
Mychal,Givens,Mychal Antonio,,571710,Mychal Givens
Eduard,Bazardo,Eduard Felix,,660825,Eduard Bazardo
James,Sherfy,James Harold,,642073,James Sherfy
Kevin,Cron,Kevin Scott,,605196,Kevin Cron
Joey,Wiemer,Joseph Daryl,,686894,Joey Wiemer
Nick,Neidert,Nicholas William,,663734,Nick Neidert
Jesus,Cruz,Jesus,,672911,Jesus Cruz
Kris,Bubic,Kristofer,,663460,Kris Bubic
Aaron,Altherr,Aaron Samuel,,571437,Aaron Altherr
Seth,Martinez,Seth Antonio,,661527,Seth Martinez
Jean,Machi,Jean Manuel,,466948,Jean Machi
Pat,Valaika,Patrick Ryne,,642162,Pat Valaika
Stephen,Tarpley,Stephen Nicholas,,605501,Stephen Tarpley
Robbie,Ross,Robert Charles,,543726,Robbie Ross
Elvis,Luciano,Elvis Enmanuel,,672773,Elvis Luciano
Patrick,Sandoval,Patrick Jordan,,663776,Patrick Sandoval
Heath,Fillmyer,Heath Devon,,641571,Heath Fillmyer
Andrew,Moore,Andrew George,,621058,Andrew Moore
Will,Smith,William Dills,,669257,Will Smith
Koji,Uehara,Koji,,493157,Koji Uehara
Jeffrey,Springs,Jeffrey Scott,,605488,Jeffrey Springs
Yacksel,Ríos,Yacksel,,605441,Yacksel Ríos
Jason,Kipnis,Jason Michael,,543401,Jason Kipnis
Gabriel,Moya,Gabriel Jose,,622382,Gabriel Moya
Jarred,Kelenic,Jarred Robert,,672284,Jarred Kelenic
Albert,Pujols,Jose Alberto,Prince Albert; Phat Albert,405395,Albert Pujols
Ryan,Brasier,Ryan David,,518489,Ryan Brasier
Andy,Ibáñez,Andy,,628451,Andy Ibáñez
Tim,Collins,Timothy Michael,,525768,Tim Collins
Gregory,Polanco,Gregory,,570256,Gregory Polanco
Brian,Serven,Brian Nicholas,,661531,Brian Serven
Cal,Quantrill,Cal Paul,,615698,Cal Quantrill
Endy,Rodríguez,Endy Steven,,682848,Endy Rodríguez
Nick,Gordon,Nicholas Chad,,624503,Nick Gordon
Eric,O'Flaherty,Eric George,,447714,Eric O'Flaherty
Joely,Rodríguez,Joely,,570257,Joely Rodríguez
LaMonte,Wade,LaMonte Aaron,,664774,LaMonte Wade
Seth,Maness,Michael Seth,,595307,Seth Maness
Miguel,Sánchez,Miguel Angel,,667376,Miguel Sánchez
Rafael,Ortega,Rafael Angel,,542364,Rafael Ortega
Josh,Taylor,Josh Earl,,657031,Josh Taylor
Cory,Gearrin,Cory Nathanial,,518715,Cory Gearrin
Michael,Grove,Michael,,675627,Michael Grove
Paul,DeJong,Paul Sterling,,657557,Paul DeJong
Sawyer,Gipson-Long,Alec Sawyer,,687830,Sawyer Gipson-Long
Drew,Steckenrider,Andrew Paul,,608716,Drew Steckenrider
César,Salazar,César,,663967,César Salazar
Tony,Cingrani,Anthony Michael,,571561,Tony Cingrani
Juan,Soto,Juan Jose,,665742,Juan Soto
Josh,Bell,Joshua Evan,,605137,Josh Bell
Vinny,Nittoli,Michael Vincent,,657697,Vinny Nittoli
Brad,Wieck,Bradley Michael,,623364,Brad Wieck
Mike,Fiers,Michael Bruce,,571666,Mike Fiers
Cole,Irvin,Cole RJ,,608344,Cole Irvin
Daniel,Wright,Daniel Paul,,642229,Daniel Wright
Joe,Hudson,Joseph Thaddeus,,621529,Joe Hudson
José,Ramírez,José Enrique,,608070,José Ramírez
Jordan,Sheffield,Jordan Ladon,,642068,Jordan Sheffield
Sherman,Johnson,Sherman Lee,,582473,Sherman Johnson
Jake,Alu,Jacob Philip,,666906,Jake Alu
Max,Castillo,Maximo Alberto,,666721,Max Castillo
Reggie,McClain,Reginald Kristen,,596035,Reggie McClain
Andrew,Suárez,Andrew Jose,,605498,Andrew Suárez
Luis,González,Luis Fernando,,670768,Luis González
Darién,Núñez,Darién,,628345,Darién Núñez
Pete,Alonso,Peter Morgan,,624413,Pete Alonso
Luis,Liberato,Luis David,,642451,Luis Liberato
Carlos,Vargas,Carlos Miguel,,672841,Carlos Vargas
Connor,Joe,Connor Kok-Wy,,656582,Connor Joe
Chris,Bassitt,Christopher Michael,,605135,Chris Bassitt
Charlie,Morton,Charles Alfred,,450203,Charlie Morton
Sean,Bouchard,Sean Walter Bernard,,656248,Sean Bouchard
Rowdy,Tellez,Ryan John,,642133,Rowdy Tellez
James,Shields,James Anthony,,448306,James Shields
Eddie,Butler,Timothy Edward,,572750,Eddie Butler
Dietrich,Enns,Dietrich,,608650,Dietrich Enns
Domingo,Acevedo,Domingo Antonio,,642758,Domingo Acevedo
Taylor,Ward,Joseph Taylor,,621493,Taylor Ward
Luis,Severino,Luis,,622663,Luis Severino
Dwight,Smith,John Dwight,,596105,Dwight Smith
Brewer,Hicklen,Charles Brewer,,676551,Brewer Hicklen
Eric,Skoglund,Eric Lawrence,,607215,Eric Skoglund
Andre,Jackson,Andre Terrell,,656578,Andre Jackson
Josh,Smoker,Joshua Michael,,519294,Josh Smoker
Yasiel,Puig,Yasiel,The Wild Horse,624577,Yasiel Puig
Pedro,Severino,Pedro,,600474,Pedro Severino
Deivy,Grullón,Deivy Wilfin,,620453,Deivy Grullón
Aaron,Loup,Aaron Christopher,,571901,Aaron Loup
Louis,Coleman,Harold Louis,,488786,Louis Coleman
Ian,Hamilton,Ian Francis,,641656,Ian Hamilton
Boog,Powell,Herschel Mack,,621471,Boog Powell
Luis,Campusano,Luis Genaro,,669134,Luis Campusano
Curtis,Granderson,Curtis,,434158,Curtis Granderson
Spenser,Watkins,Spenser David,,657093,Spenser Watkins
Casey,Mize,Casey Arthur,,663554,Casey Mize
James,Paxton,James Alston,,572020,James Paxton
Christian,Bethancourt,Christian Gabriel,,542194,Christian Bethancourt
Sandy,Báez,Sandy,,622783,Sandy Báez
Hunter,Owen,Stephen Hunter,,670462,Hunter Owen
Coco,Montes,Robert Patrick,,663796,Coco Montes
Jett,Bandy,Jett Adam,,542908,Jett Bandy
Aroldis,Chapman,Albertín Aroldis,,547973,Aroldis Chapman
Janson,Junk,Janson Randall,,676083,Janson Junk
Ryan,Burr,Ryan Matthew,,621114,Ryan Burr
Jonathan,Stiever,Jonathan,,680692,Jonathan Stiever
Leury,García,Leury,,544725,Leury García
Francisco,Morales,Francisco Javier,,672839,Francisco Morales
Kyle,Lloyd,Kyle Christopher,,643414,Kyle Lloyd
Thomas,Hatch,John Thomas,,641672,Thomas Hatch
Nick,Tepesch,Nicholas James,,519344,Nick Tepesch
Daniel,Hudson,Daniel Claiborne,,543339,Daniel Hudson
Zack,Greinke,Donald Zachary,,425844,Zack Greinke
Ernesto,Frieri,Ernesto,Big Ern,457117,Ernesto Frieri
Spencer,Torkelson,Spencer Enochs,,679529,Spencer Torkelson
Michael,Martínez,Michael Gabriel,,492841,Michael Martínez
Alex,Bregman,Alexander David,,608324,Alex Bregman
Freddy,Tarnok,Frederic Michael,,676206,Freddy Tarnok
Anthony,Bemboom,Anthony John,,621532,Anthony Bemboom
Aaron,Brooks,Aaron Lee,,605156,Aaron Brooks
Ramón,Urías,Ramón Francisco,,602104,Ramón Urías
Nasim,Nuñez,Nasim Emmanuel,,683083,Nasim Nuñez
Brandon,Hughes,Brandon Kenneth,,676714,Brandon Hughes
Robel,García,Robel Estiwal,,596825,Robel García
Austin,Martin,Christopher Austin,,668885,Austin Martin
Tony,Watson,Anthony Michael,,453265,Tony Watson
Art,Warren,Arthur Frank,,605521,Art Warren
Bo,Bichette,Bo Joseph,,666182,Bo Bichette
J. J.,Matijevic,Joseph John,,656695,J. J. Matijevic
Ramón,Flores,Ramón,,570717,Ramón Flores
Jacob,Robson,Jacob Charles,,615699,Jacob Robson
Collin,Snider,Collin Kenneth,,676092,Collin Snider
Dillon,Tate,Dillon Michael,,622253,Dillon Tate
Edwin,Encarnación,Edwin Elpidio,,429665,Edwin Encarnación
Jacob,Rhame,Jacob Alan,,642008,Jacob Rhame
Tony,Wolters,Anthony John,,547172,Tony Wolters
Jorge,Alfaro,Jorge Mario,,595751,Jorge Alfaro
Ha-Seong,Kim,Ha-Seong,,673490,Ha-Seong Kim
Ángel,De Jesús,Ángel,,669804,Ángel De Jesús
Miguel,González,Miguel Angel,,456068,Miguel González
Chad,Bell,Chadwick Micah,,518445,Chad Bell
Fernando,Romero,Fernando Ernesto,,622864,Fernando Romero
Domingo,Tapia,Domingo Rafael,,593619,Domingo Tapia
John,Axford,John Berton,,446099,John Axford
Darin,Ruf,Darin Cortland,,573131,Darin Ruf
Austin,Adams,Austin David,,542866,Austin Adams
Stephen,Drew,Stephen Oris,,452220,Stephen Drew
Esteury,Ruiz,Esteury,,665923,Esteury Ruiz
Andrew,Miller,Andrew Mark,,453192,Andrew Miller
José,Tena,José Luis,,677588,José Tena
Alex,Dickerson,Alexander Ross,,543105,Alex Dickerson
Jesús,Sánchez,Jesús,,660821,Jesús Sánchez
Seth,Beer,Seth Michael,,666179,Seth Beer
Evan,Gattis,James Evan,El Oso Blanco,594828,Evan Gattis
Chris,Flexen,Christopher John,,623167,Chris Flexen
Adam,Wilk,Adam Robert,,573244,Adam Wilk
Mat,Latos,Mathew Adam,,502009,Mat Latos
Scott,Kazmir,Scott Edward,,431148,Scott Kazmir
Andy,Burns,Andrew David,,542992,Andy Burns
Tomás,Telis,Tomás,,542513,Tomás Telis
Carson,Fulmer,Carson Springer,,608334,Carson Fulmer
Sam,Selman,Samuel Ayres,,572125,Sam Selman
Ichiro,Suzuki,Ichiro,,400085,Ichiro Suzuki
Anthony,Recker,Anthony Vito,,489232,Anthony Recker
Eduardo,Salazar,Eduardo Jose,,674285,Eduardo Salazar
Lane,Adams,Lane Weston,,572669,Lane Adams
Steven,Baron,Steven Phillip,,571467,Steven Baron
Jake,Elmore,Jacob David,,518653,Jake Elmore
Colin,Holderman,Colin Scott,,670059,Colin Holderman
Sean,Manaea,Sean Anthony,,640455,Sean Manaea
Brendon,Little,Brendon David,,663893,Brendon Little
Alex,Call,Alexander Marvin,,669743,Alex Call
Kody,Clemens,Kody Alec,,665019,Kody Clemens
Mike,Ford,Michael Harrison,,645801,Mike Ford
Francisco,Mejía,Francisco Jose,,642336,Francisco Mejía
Nick,Dini,Nicholas Carl,,664926,Nick Dini
Jesen,Therrien,Jesen,,592279,Jesen Therrien
Jason,Hursh,Jason Brewster,,592422,Jason Hursh
Chris,Devenski,Christopher Michael,,606965,Chris Devenski
Jake,McGee,Jacob Daniel,,459429,Jake McGee
José,Reyes,José Bernabe,,408314,José Reyes
Scott,Copeland,Scott Reast,,571577,Scott Copeland
Charles,Leblanc,Charles,,641779,Charles Leblanc
Joe,Panik,Joseph Matthew,,605412,Joe Panik
Robinson,Chirinos,Robinson David,,455139,Robinson Chirinos
Zach,McAllister,Zachary Taylor,,502083,Zach McAllister
Stephen,Piscotty,Stephen Edward,,572039,Stephen Piscotty
Victor,Scott,Victor Dwanyne,,687363,Victor Scott
Huascar,Ynoa,Huascar Jose,,660623,Huascar Ynoa
Adrián,Morejón,Adrián,,670970,Adrián Morejón
Nicklaus,Snyder,Nicklaus Scott,,676766,Nicklaus Snyder
Jordan,Leasure,Jordan Davis,,673929,Jordan Leasure
Matt,Koch,Matthew David,,571863,Matt Koch
Nick,Mears,Nicolaus Tanner,,683232,Nick Mears
Dovydas,Neverauskas,Dovydas,,596720,Dovydas Neverauskas
Logan,Allen,Logan Shane,,663531,Logan Allen
Tyler,Moore,Tyler Michael,,489138,Tyler Moore
Luis,Ortiz,Luis Leandro,,682847,Luis Ortiz
Jack,Flaherty,Jack Rafe,,656427,Jack Flaherty
Wilmer,Flores,Wilmer Alejandro,,527038,Wilmer Flores
Jonathan,Villar,Jonathan Rafael,,542340,Jonathan Villar
Elly,De La Cruz,Elly Antonio,,682829,Elly De La Cruz
David,Robertson,David Alan,,502085,David Robertson
Greg,Allen,Gregory Lomack,,656185,Greg Allen
Mike,Brosseau,Michael Dillon,,670712,Mike Brosseau
David,MacKinnon,David C.,,676950,David MacKinnon
José,Altuve,José Carlos,Gigante,514888,José Altuve
Jonathan,Loáisiga,Jonathan Stanley,,642528,Jonathan Loáisiga
Ryan,Flaherty,Ryan Edward,,475247,Ryan Flaherty
Noah,Davis,Noah D.,,663562,Noah Davis
Lance,Lynn,Michael Lance,,458681,Lance Lynn
Dairon,Blanco,Dairon,,680118,Dairon Blanco
Cam,Gallagher,Cameron Joseph,,595956,Cam Gallagher
Grant,Hartwig,Grant Alexander,,701643,Grant Hartwig
Jon,Berti,Jonathon David,,542932,Jon Berti
Ricky,Karcher,Richard Thomas,,676689,Ricky Karcher
Alex,Young,Alexander Edward,,622065,Alex Young
Hagen,Danner,Hagen Jarrell,,668470,Hagen Danner
Nick,Delmonico,Nicholas John,,547170,Nick Delmonico
Zack,Burdi,Zachary M.,,641420,Zack Burdi
Jason,Motte,Jason Louis,,435400,Jason Motte
Jay,Flaa,Jay Thomas,,664852,Jay Flaa
Jazz,Chisholm,Jasrado Hermis Arrington,,665862,Jazz Chisholm
Ray,Black,Raymond Anthony,,605143,Ray Black
Tyler,Saladino,Tyler Artolo,,573135,Tyler Saladino
Parker,Markel,Parker Michael,,571917,Parker Markel
Francisco,Cervelli,Francisco,,465041,Francisco Cervelli
Connor,Kaiser,Connor William,,663731,Connor Kaiser
Chris,Stewart,Christopher David,,455755,Chris Stewart
Justus,Sheffield,Justus Kane,,656954,Justus Sheffield
J. P.,France,Jonathan Patrick,,641585,J. P. France
Bradley,Zimmer,Bradley Clarke,,605548,Bradley Zimmer
Hunter,Cervenka,Colby Hunter,,543017,Hunter Cervenka
Matt,Gage,Matthew Robert,,657424,Matt Gage
Drew,Robinson,Drew Elliott,,592685,Drew Robinson
Kevin,Kaczmarski,Kevin,,664842,Kevin Kaczmarski
Mike,Trout,Michael Nelson,,545361,Mike Trout
Cory,Abbott,Cory James,,676265,Cory Abbott
Manny,Piña,Manuel Elias,,444489,Manny Piña
Brett,Gardner,Brett Michael,,458731,Brett Gardner
Sterling,Sharp,Sterling Barksdale,,643532,Sterling Sharp
Andrew,McCutchen,Andrew Stefan,,457705,Andrew McCutchen
Sean,Hjelle,Sean Anthony,,663546,Sean Hjelle
Kendrys,Morales,Kendrys,,434778,Kendrys Morales
Mookie,Betts,Markus Lynn,,605141,Mookie Betts
Cristhian,Adames,Cristhian Pascual,,542436,Cristhian Adames
Oliver,Dunn,Oliver Harris,,686554,Oliver Dunn
Justin,Anderson,Justin Charles,,605121,Justin Anderson
Lucas,Gilbreath,Lucas Grant,,656458,Lucas Gilbreath
Yadiel,Hernández,Yadiel,,628450,Yadiel Hernández
Jake,Odorizzi,Jacob Todd,,543606,Jake Odorizzi
Cam,Alldred,Cameron Mitchell,,682027,Cam Alldred
David,Hale,David Edward,,571735,David Hale
Raúl,Alcántara,Raúl,,593417,Raúl Alcántara
Shane,McClanahan,Shane,,663556,Shane McClanahan
Matt,Chapman,Matt James,,656305,Matt Chapman
Dany,Jiménez,Dany,,666204,Dany Jiménez
Kenta,Maeda,Kenta,,628317,Kenta Maeda
Javy,Guerra,Luis Javier,,457915,Javy Guerra
Josh,Phegley,Joshua Aaron,,572033,Josh Phegley
Nick,Allen,Nicholas Ryan,,669397,Nick Allen
Kris,Medlen,Kristopher Allen,,450665,Kris Medlen
Yasmany,Tomás,Yasmany,,630111,Yasmany Tomás
Ezequiel,Duran,Ezequiel Alberto,,677649,Ezequiel Duran
Chris,Young,Christopher Brandon,,455759,Chris Young
Shaun,Anderson,Shaun,,641312,Shaun Anderson
Braxton,Garrett,Braxton Lee,,666129,Braxton Garrett
Josh,Harrison,Joshua Isaiah,,543281,Josh Harrison
Michael,Fulmer,Michael Joseph,,605242,Michael Fulmer
Kyle,Dohy,Kyle Kent,,675971,Kyle Dohy
Levi,Stoudt,Levi,,686651,Levi Stoudt
Craig,Stammen,Craig Nicholas,,489334,Craig Stammen
Keegan,Akin,Keegan Lee,,669211,Keegan Akin
Dilson,Herrera,Dilson Jose,,599096,Dilson Herrera
Tyler,Fitzgerald,Tyler Joseph,,666149,Tyler Fitzgerald
Jake,Fraley,Jake Arnold,,641584,Jake Fraley
Jorge,Bonifacio,Jorge Luis,,593528,Jorge Bonifacio
Michael,Blazek,Michael Robert,,518468,Michael Blazek
Skye,Bolt,Skye Michael,,621450,Skye Bolt
Tony,Sanchez,Jorge Anthony,,506997,Tony Sanchez
Brandon,Nimmo,Brandon Tate,,607043,Brandon Nimmo
Mark,Mathias,Mark Andrew,,664029,Mark Mathias
Vinnie,Pasquantino,Vincent Joseph,,686469,Vinnie Pasquantino
Chris,Davis,Christopher Lyn,Crush,448801,Chris Davis
Daniel,Johnson,Daniel,,669288,Daniel Johnson
Zac,Gallen,Zachary Peter,,668678,Zac Gallen
Marco,Estrada,Marco Rene,,462136,Marco Estrada
Kyle,McGowin,Kyle Keston,,641851,Kyle McGowin
Max,Meyer,Max Thomas,,676974,Max Meyer
John,Andreoli,John Francis,,607430,John Andreoli
Tyler,Zuber,John Tyler,,676604,Tyler Zuber
Nick,Hundley,Nicholas John,,460026,Nick Hundley
Eric,Haase,Eric Michael,,606992,Eric Haase
Dalton,Pompey,Dalton Kenrick,,592647,Dalton Pompey
Anthony,Swarzak,Anthony Ray,,461872,Anthony Swarzak
Angel,Rondón,Angel Miguel,,667373,Angel Rondón
Adonis,Rosa,Adonis Enmanuel,,650738,Adonis Rosa
Alexi,Ogando,Alexi,,468396,Alexi Ogando
Jurickson,Profar,Jurickson Barthelomeus,,595777,Jurickson Profar
Ryan,Noda,Ryan Anthony,,676116,Ryan Noda
Jairo,Díaz,Jairo Jose,,545064,Jairo Díaz
Brady,Singer,Brady Alan,,663903,Brady Singer
Ty,Buttrey,Ty Douglas,,621142,Ty Buttrey
R. A.,Dickey,Robert Allen,,285079,R. A. Dickey
Kyle,Barraclough,Kyle David,,607457,Kyle Barraclough
Corey,Dickerson,McKenzie Corey,,572816,Corey Dickerson
Thairo,Estrada,Thairo Jose,,642731,Thairo Estrada
Yerry,Rodríguez,Yerry Manuel,,666720,Yerry Rodríguez
Josh,Hader,Josh Ronald,,623352,Josh Hader
José,Lopez,José Alexander,,673111,José Lopez
Nash,Walters,Nash Owen,,663534,Nash Walters
Jonathan,Araúz,Jonathan Aldair,,660620,Jonathan Araúz
Wander,Suero,Wander,,593833,Wander Suero
Emmanuel,Clase,Emmanuel,,661403,Emmanuel Clase
Merrill,Kelly,Kenneth Merrill,,518876,Merrill Kelly
Carlos,Beltrán,Carlos Ivan,,136860,Carlos Beltrán
Matt,Vierling,Matthew Gregory,,663837,Matt Vierling
A. J.,Griffin,Arthur Joseph,,456167,A. J. Griffin
Ali,Sánchez,Ali Miguel,,645305,Ali Sánchez
Alex,De Goti,Alexander,,621008,Alex De Goti
Michael,Tonkin,Michael Harvey,,543859,Michael Tonkin
Kramer,Robertson,Kramer Reid,,670298,Kramer Robertson
Noelvi,Marte,Noelvi,,682622,Noelvi Marte
Sam,Clay,Samuel Thomas Hunter,,621348,Sam Clay
Bryan,Mitchell,Bryan Bedford,,571951,Bryan Mitchell
Johnny,Davis,Johnathan Lewis,,643275,Johnny Davis
Jared,Jones,Jared Keith,,683003,Jared Jones
Andrew,Bailey,Andrew Scott,,457732,Andrew Bailey
Johnny,Giavotella,Johnny Arthur,,543213,Johnny Giavotella
Rhys,Hoskins,Rhys Dean,,656555,Rhys Hoskins
Triston,Casas,Triston Ray,,671213,Triston Casas
Dereck,Rodríguez,Ivan Dereck,,605446,Dereck Rodríguez
Erik,Kratz,Erik Floyd,,456124,Erik Kratz
Sam,Hilliard,Samuel Beauman,,656541,Sam Hilliard
Jung Ho,Kang,Jung Ho,,628356,Jung Ho Kang
Jose,Trevino,Jose,,624431,Jose Trevino
Kyle,Stowers,Kyle Jacob,,669065,Kyle Stowers
Justin,Turner,Justin Matthew,,457759,Justin Turner
Zach,Granite,Zachary Thomas,,643335,Zach Granite
Gregory,Soto,Gregory,,642397,Gregory Soto
Aaron,Whitefield,Aaron James,,664334,Aaron Whitefield
Mitch,Keller,Mitch Thomas,,656605,Mitch Keller
Chris,Volstad,Christopher Kenneth,,458690,Chris Volstad
Kevin,Newman,Kevin Bradley,,621028,Kevin Newman
Jake,Hager,Jake William,,606993,Jake Hager
Mark,Melancon,Mark David,,453343,Mark Melancon
Carlos,Gómez,Carlos Argelis,,460576,Carlos Gómez
Donny,Sands,Donny,,664848,Donny Sands
Corbin,Carroll,Corbin Franklin,,682998,Corbin Carroll
Taylor,Gushue,Taylor Stone,,656494,Taylor Gushue
Tyler,Cyr,Tyler O'Neil,,664202,Tyler Cyr
Chase,Utley,Chase Cameron,,400284,Chase Utley
Hyun Jin,Ryu,Hyun Jin,,547943,Hyun Jin Ryu
Matt,Holliday,Matthew Thomas,,407812,Matt Holliday
Stone,Garrett,Gregory Stone,,656448,Stone Garrett
Bubby,Rossman,Charles Irvin,,657745,Bubby Rossman
Jimmy,Yacabonis,James Allin,,642231,Jimmy Yacabonis
Wei-Chung,Wang,Wei-Chung,,623913,Wei-Chung Wang
Jordan,Jankowski,Jordan Jacob,,543357,Jordan Jankowski
Kevin,Kiermaier,Kevin James,,595281,Kevin Kiermaier
Tucker,Barnhart,Tucker Jackson,,571466,Tucker Barnhart
Wander,Franco,Wander Samuel,,677551,Wander Franco
Dan,Straily,Daniel Steven,,573185,Dan Straily
Brendan,Donovan,Brendan Michael,,680977,Brendan Donovan
Griffin,Jax,James Griffin,,643377,Griffin Jax
Nelson,Cruz,Nelson Ramon,,443558,Nelson Cruz
Michael,Kopech,Michael Talbert,,656629,Michael Kopech
Yunior,Marte,Yunior,,628708,Yunior Marte
Taylor,Widener,Taylor Browning,,642203,Taylor Widener
Edinson,Vólquez,Edinson,,450172,Edinson Vólquez
Bryan,Lavastida,Bryan,,681526,Bryan Lavastida
Tyler,Ivey,Tyler Cade,,663959,Tyler Ivey
Marcos,Diplán,Marcos Antonio,,650959,Marcos Diplán
Adam,Eaton,Adam Cory,,594809,Adam Eaton
Nik,Turley,Nikolas Carlyle,,543867,Nik Turley
Wade,Meckler,Wade Jameson,,685133,Wade Meckler
Alexis,Díaz,Alexis Omar,,664747,Alexis Díaz
Jeremy,Bleich,Jeremy Michael,,542946,Jeremy Bleich
Clayton,Richard,Clayton Colby,,453385,Clayton Richard
Trey,Wingenter,Anthony James,,622259,Trey Wingenter
